"file","caption","category","png_time","StartTime"
"comp_condAALdat_Andre_plotsflt3mkt2_page1.png","Conditional AAL plot, retained, Comm.HL (plot 1 of 4)
These plots show mean age and std. dev. in conditional A@L.<br>Left plots are mean A@L by size-class (obs. and pred.) with 90% CIs based on adding 1.64 SE of mean to the data.<br>Right plots in each pair are SE of mean A@L (obs. and pred.) with 90% CIs based on the chi-square distribution.","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_Andre_plotsflt3mkt2_page2.png","Conditional AAL plot, retained, Comm.HL (plot 2 of 4)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_Andre_plotsflt3mkt2_page3.png","Conditional AAL plot, retained, Comm.HL (plot 3 of 4)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALdat_Andre_plotsflt3mkt2_page4.png","Conditional AAL plot, retained, Comm.HL (plot 4 of 4)","CompDat",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_flt1mkt2_page1.png","Length comps, retained, Bottom.Trawl (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_flt1mkt2_page2.png","Length comps, retained, Bottom.Trawl (plot 2 of 2)","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_residsflt1mkt2_page2.png","Pearson residuals, retained, Bottom.Trawl (max=10.82) (plot 2 of 2) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_sampsize_flt1mkt2.png","N-EffN comparison, Length comps, retained, Bottom.Trawl","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_data_weighting_TA1.8_Bottom.Trawl.png","Mean length for Bottom.Trawl with 95% confidence intervals based on current samples sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from Bottom.Trawl:<br>0.8122 (0.5344-1.6162) <br><br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.  <a href=https://doi.org/10.1139/f2011-025> https://doi.org/10.1139/f2011-025</a> </blockquote>","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_flt1mkt1.png","Length comps, discard, Bottom.Trawl.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_residsflt1mkt1.png","Pearson residuals, discard, Bottom.Trawl (max=6.9) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_sampsize_flt1mkt1.png","N-EffN comparison, Length comps, discard, Bottom.Trawl","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_data_weighting_TA1.8_Bottom.Trawl.png","Mean length for Bottom.Trawl with 95% confidence intervals based on current samples sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from Bottom.Trawl:<br>0.8122 (0.526-1.6735) <br><br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.  <a href=https://doi.org/10.1139/f2011-025> https://doi.org/10.1139/f2011-025</a> </blockquote>","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_flt3mkt2.png","Length comps, retained, Comm.HL.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_residsflt3mkt2.png","Pearson residuals, retained, Comm.HL (max=3.17) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_sampsize_flt3mkt2.png","N-EffN comparison, Length comps, retained, Comm.HL","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_data_weighting_TA1.8_Comm.HL.png","Mean length for Comm.HL with 95% confidence intervals based on current samples sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from Comm.HL:<br>1.3264 (0.9503-55.1456) <br><br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.  <a href=https://doi.org/10.1139/f2011-025> https://doi.org/10.1139/f2011-025</a> </blockquote>","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_flt4mkt2.png","Length comps, retained, CPFV.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_residsflt4mkt2.png","Pearson residuals, retained, CPFV (max=3.79) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_sampsize_flt4mkt2.png","N-EffN comparison, Length comps, retained, CPFV","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_data_weighting_TA1.8_CPFV.png","Mean length for CPFV with 95% confidence intervals based on current samples sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from CPFV:<br>0.4301 (0.2368-1.3807) <br><br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.  <a href=https://doi.org/10.1139/f2011-025> https://doi.org/10.1139/f2011-025</a> </blockquote>","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_flt5mkt2.png","Length comps, retained, Other.Rec.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_residsflt5mkt2.png","Pearson residuals, retained, Other.Rec (max=3.51) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_sampsize_flt5mkt2.png","N-EffN comparison, Length comps, retained, Other.Rec","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_data_weighting_TA1.8_Other.Rec.png","Mean length for Other.Rec with 95% confidence intervals based on current samples sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from Other.Rec:<br>0.4572 (0.3344-0.8012) <br><br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.  <a href=https://doi.org/10.1139/f2011-025> https://doi.org/10.1139/f2011-025</a> </blockquote>","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_flt6mkt0_page1.png","Length comps, whole catch, SFBay (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Iannelli tuning method.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_flt6mkt0_page2.png","Length comps, whole catch, SFBay (plot 2 of 2)","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_residsflt6mkt0_page2.png","Pearson residuals, whole catch, SFBay (max=16.01) (plot 2 of 2) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_sampsize_flt6mkt0.png","N-EffN comparison, Length comps, whole catch, SFBay","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit_data_weighting_TA1.8_SFBay.png","Mean length for SFBay with 95% confidence intervals based on current samples sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from SFBay:<br>0.9743 (0.5035-4.0787) <br><br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.  <a href=https://doi.org/10.1139/f2011-025> https://doi.org/10.1139/f2011-025</a> </blockquote>","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit__aggregated_across_time.png","Length comps, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit__page1_multi-fleet_comparison.png","Pearson residuals,  comparing across fleets (plot 1 of 2) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_lenfit__page2_multi-fleet_comparison.png","Pearson residuals,  comparing across fleets (plot 2 of 2)","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sexratio_len_flt1mkt2_page1.png","Sex ratios for length comps, retained, Bottom.Trawl (plot 1 of 2).<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size. The model expectation is shown in the purple line.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sexratio_len_flt1mkt2_page2.png","Sex ratios for length comps, retained, Bottom.Trawl (plot 2 of 2)","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sexratio_len_flt1mkt1.png","Sex ratios for length comps, discard, Bottom.Trawl.<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size. The model expectation is shown in the purple line.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sexratio_len_flt3mkt2.png","Sex ratios for length comps, retained, Comm.HL.<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size. The model expectation is shown in the purple line.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sexratio_len_flt4mkt2.png","Sex ratios for length comps, retained, CPFV.<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size. The model expectation is shown in the purple line.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"sexratio_len_flt5mkt2.png","Sex ratios for length comps, retained, Other.Rec.<br>Observed sex ratios (points) with 75% intervals (vertical lines) calculated as a <a href='https://www.jstor.org/stable/2676784'>Jeffreys interval</a> based on the adjusted input sample size. The model expectation is shown in the purple line.","LenComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_residsflt1mkt2_page1.png","Pearson residuals, retained, Bottom.Trawl (max=24.1) (plot 1 of 3)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_residsflt1mkt2_page2.png","Pearson residuals, retained, Bottom.Trawl (max=24.1) (plot 1 of 3) (plot 2 of 3)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_residsflt1mkt2_page3.png","Pearson residuals, retained, Bottom.Trawl (max=24.1) (plot 1 of 3) (plot 2 of 3) (plot 3 of 3)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_residsflt3mkt2_page1.png","Pearson residuals, retained, Comm.HL (max=23.59) (plot 1 of 3)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_residsflt3mkt2_page2.png","Pearson residuals, retained, Comm.HL (max=23.59) (plot 1 of 3) (plot 2 of 3)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_residsflt3mkt2_page3.png","Pearson residuals, retained, Comm.HL (max=23.59) (plot 1 of 3) (plot 2 of 3) (plot 3 of 3)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_data_weighting_TA1.8_condAgeBottom.Trawl.png","Mean age from conditional data (aggregated across length bins) for Bottom.Trawl with 95% confidence intervals  based on current samples sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for conditional age-at-length data from Bottom.Trawl:<br>1.4382 (0.9455-3.7157) <br><br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.</blockquote>","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_Andre_plotsflt1mkt2_page1.png","Conditional AAL plot, retained, Bottom.Trawl (plot 1 of 4)
These plots show mean age and std. dev. in conditional A@L.<br>Left plots are mean A@L by size-class (obs. and pred.) with 90% CIs based on adding 1.64 SE of mean to the data.<br>Right plots in each pair are SE of mean A@L (obs. and pred.) with 90% CIs based on the chi-square distribution.","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_Andre_plotsflt1mkt2_page2.png","Conditional AAL plot, retained, Bottom.Trawl (plot 2 of 4)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_Andre_plotsflt1mkt2_page3.png","Conditional AAL plot, retained, Bottom.Trawl (plot 3 of 4)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_Andre_plotsflt1mkt2_page4.png","Conditional AAL plot, retained, Bottom.Trawl (plot 4 of 4)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_data_weighting_TA1.8_condAgeComm.HL.png","Mean age from conditional data (aggregated across length bins) for Comm.HL with 95% confidence intervals  based on current samples sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for conditional age-at-length data from Comm.HL:<br>0.5589 (0.3472-2.0646) <br><br>For more info, see<br> <blockquote>Francis, R.I.C.C. (2011). Data weighting in statistical fisheries stock assessment models. <i>Can. J. Fish. Aquat. Sci.</i> 68: 1124-1138.</blockquote>","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_Andre_plotsflt3mkt2_page1.png","Conditional AAL plot, retained, Comm.HL (plot 1 of 4)
These plots show mean age and std. dev. in conditional A@L.<br>Left plots are mean A@L by size-class (obs. and pred.) with 90% CIs based on adding 1.64 SE of mean to the data.<br>Right plots in each pair are SE of mean A@L (obs. and pred.) with 90% CIs based on the chi-square distribution.","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_Andre_plotsflt3mkt2_page2.png","Conditional AAL plot, retained, Comm.HL (plot 2 of 4)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_Andre_plotsflt3mkt2_page3.png","Conditional AAL plot, retained, Comm.HL (plot 3 of 4)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"comp_condAALfit_Andre_plotsflt3mkt2_page4.png","Conditional AAL plot, retained, Comm.HL (plot 4 of 4)","A@LComp",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"yield1_yield_curve.png","Yield curve","Yield",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"yield2_yield_curve_with_refpoints.png","Yield curve with reference points","Yield",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"yield3_surplus_production.png","Surplus production vs. biomass plot. For interpretation, see<br> <blockquote>Walters, Hilborn, and  Christensen, 2008, Surplus production dynamics in declining and recovering fish populations. <i>Can. J. Fish. Aquat. Sci.</i> 65: 2536-2551.</blockquote>","Yield",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"data_plot.png","Data presence by year for each fleet and data type.","Data",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"data_plot2.png","Data presence by year for each fleet, where circle area is <br>  relative within a data type. Circles are proportional to <br>  total catch for catches; to precision for indices, discards, and <br>  mean body weight observations; and to total sample size for <br> compositions and mean weight- or length-at-age observations. <br> 'Ghost' observations (not included in the likelihood) have <br> equal size for all years. <br> Note that since the circles are are scaled relative <br>  to maximum within each type, the scaling within separate plots <br>  should not be compared.","Data",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"parameter_distributions_page1.png","Parameter distribution plots (plot 1 of 4). <br>Deviation parameters are not included. <br>Plotting range is equal to input limits on parameters. Use fitrange = TRUE to scale the range to the estimates.","Pars",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"parameter_distributions_page2.png","Parameter distribution plots (plot 2 of 4).","Pars",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"parameter_distributions_page3.png","Parameter distribution plots (plot 3 of 4).","Pars",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"parameter_distributions_page5.png","Parameter distribution plots (plot 5 of 4).","Pars",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
"parameterchecks.html","Table of estimated parameters sorted by parameters with the largest gradients; any parameter with a gradient value with an absolute value above 0.001 (for SS 3.30 models) or a parameter on bounds is colored in red.","DiagnosticTables",2020-05-13 00:12:55,"StartTime: Tue May 12 23:59:21 2020"
